sbj,runtrial,run,stimx,answer,response,rt,correct,type,trial,f1,f2,f3,c,endacc,learner
133,17,6,1,0,1,922,0,prototype,137,1,1,1,1,0.25,low
133,18,6,4,1,0,1597,0,rule follower,138,2,2,1,2,0.25,low
133,19,6,1,0,1,533,0,prototype,139,1,1,1,1,0.25,low
133,20,6,3,0,0,673,1,rule follower,140,1,2,1,1,0.25,low
133,21,6,8,1,1,787,1,prototype,141,2,2,2,2,0.25,low
133,22,6,7,1,0,970,0,rule follower,142,1,2,2,2,0.25,low
133,23,6,2,0,1,881,0,rule follower,143,2,1,1,1,0.25,low
133,24,6,4,1,1,947,1,rule follower,144,2,2,1,2,0.25,low
134,1,1,1,0,1,1529,0,prototype,1,1,1,1,1,0.5,med
134,2,1,8,1,0,2157,0,prototype,2,2,2,2,2,0.5,med
134,3,1,5,1,0,2132,0,exception,3,1,2,1,2,0.5,med
134,4,1,8,1,0,1374,0,prototype,4,2,2,2,2,0.5,med
134,5,1,5,1,0,2284,0,exception,5,1,2,1,2,0.5,med
134,6,1,8,1,0,1622,0,prototype,6,2,2,2,2,0.5,med
134,7,1,3,0,1,2098,0,rule follower,7,1,1,2,1,0.5,med
134,8,1,1,0,0,2949,1,prototype,8,1,1,1,1,0.5,med
134,9,1,8,1,0,2233,0,prototype,9,2,2,2,2,0.5,med
134,10,1,4,1,1,1791,1,rule follower,10,2,1,2,2,0.5,med
134,11,1,6,0,0,1827,1,exception,11,2,2,1,1,0.5,med
134,12,1,4,1,1,1017,1,rule follower,12,2,1,2,2,0.5,med
134,13,1,8,1,0,1642,0,prototype,13,2,2,2,2,0.5,med
134,14,1,1,0,1,1327,0,prototype,14,1,1,1,1,0.5,med
134,15,1,8,1,NA,NA,0,prototype,15,2,2,2,2,0.5,med
134,16,1,3,0,1,1751,0,rule follower,16,1,1,2,1,0.5,med
134,17,1,2,0,1,2450,0,rule follower,17,2,1,1,1,0.5,med
134,18,1,7,1,NA,NA,0,rule follower,18,1,2,2,2,0.5,med
134,19,1,7,1,NA,NA,0,rule follower,19,1,2,2,2,0.5,med
134,20,1,2,0,1,1224,0,rule follower,20,2,1,1,1,0.5,med
134,21,1,1,0,0,1797,1,prototype,21,1,1,1,1,0.5,med
134,22,1,1,0,0,958,1,prototype,22,1,1,1,1,0.5,med
134,23,1,1,0,1,1697,0,prototype,23,1,1,1,1,0.5,med
134,24,1,6,0,1,2540,0,exception,24,2,2,1,1,0.5,med
134,1,2,7,1,1,2222,1,rule follower,25,1,2,2,2,0.5,med
134,2,2,6,0,NA,NA,0,exception,26,2,2,1,1,0.5,med
134,3,2,2,0,1,1388,0,rule follower,27,2,1,1,1,0.5,med
134,4,2,5,1,1,1259,1,exception,28,1,2,1,2,0.5,med
134,5,2,8,1,1,1329,1,prototype,29,2,2,2,2,0.5,med
134,6,2,3,0,1,1483,0,rule follower,30,1,1,2,1,0.5,med
134,7,2,1,0,0,1554,1,prototype,31,1,1,1,1,0.5,med
134,8,2,1,0,0,2437,1,prototype,32,1,1,1,1,0.5,med
134,9,2,8,1,0,2176,0,prototype,33,2,2,2,2,0.5,med
134,10,2,8,1,0,1338,0,prototype,34,2,2,2,2,0.5,med
134,11,2,4,1,1,1681,1,rule follower,35,2,1,2,2,0.5,med
134,12,2,3,0,1,1520,0,rule follower,36,1,1,2,1,0.5,med
134,13,2,6,0,0,2359,1,exception,37,2,2,1,1,0.5,med
134,14,2,8,1,0,2177,0,prototype,38,2,2,2,2,0.5,med
134,15,2,8,1,1,1870,1,prototype,39,2,2,2,2,0.5,med
134,16,2,8,1,1,2173,1,prototype,40,2,2,2,2,0.5,med
134,17,2,4,1,0,1392,0,rule follower,41,2,1,2,2,0.5,med
134,18,2,1,0,NA,NA,0,prototype,42,1,1,1,1,0.5,med
134,19,2,1,0,0,1833,1,prototype,43,1,1,1,1,0.5,med
134,20,2,1,0,0,1973,1,prototype,44,1,1,1,1,0.5,med
134,21,2,1,0,0,2160,1,prototype,45,1,1,1,1,0.5,med
134,22,2,5,1,NA,NA,0,exception,46,1,2,1,2,0.5,med
134,23,2,2,0,1,1401,0,rule follower,47,2,1,1,1,0.5,med
134,24,2,7,1,1,2837,1,rule follower,48,1,2,2,2,0.5,med
134,1,3,8,1,1,1201,1,prototype,49,2,2,2,2,0.5,med
134,2,3,1,0,0,1093,1,prototype,50,1,1,1,1,0.5,med
134,3,3,4,1,0,1910,0,rule follower,51,2,1,2,2,0.5,med
134,4,3,5,1,0,1629,0,exception,52,1,2,1,2,0.5,med
134,5,3,5,1,1,1579,1,exception,53,1,2,1,2,0.5,med
134,6,3,7,1,1,994,1,rule follower,54,1,2,2,2,0.5,med
134,7,3,3,0,0,994,1,rule follower,55,1,1,2,1,0.5,med
134,8,3,8,1,1,2437,1,prototype,56,2,2,2,2,0.5,med
134,9,3,1,0,0,1157,1,prototype,57,1,1,1,1,0.5,med
134,10,3,1,0,0,1058,1,prototype,58,1,1,1,1,0.5,med
134,11,3,8,1,1,952,1,prototype,59,2,2,2,2,0.5,med
134,12,3,1,0,0,724,1,prototype,60,1,1,1,1,0.5,med
134,13,3,2,0,0,1216,1,rule follower,61,2,1,1,1,0.5,med
134,14,3,6,0,1,841,0,exception,62,2,2,1,1,0.5,med
134,15,3,3,0,1,2548,0,rule follower,63,1,1,2,1,0.5,med
134,16,3,6,0,1,1122,0,exception,64,2,2,1,1,0.5,med
134,17,3,8,1,0,1450,0,prototype,65,2,2,2,2,0.5,med
134,18,3,1,0,0,1325,1,prototype,66,1,1,1,1,0.5,med
134,19,3,2,0,0,929,1,rule follower,67,2,1,1,1,0.5,med
134,20,3,4,1,0,1284,0,rule follower,68,2,1,2,2,0.5,med
134,21,3,8,1,1,1657,1,prototype,69,2,2,2,2,0.5,med
134,22,3,1,0,0,1317,1,prototype,70,1,1,1,1,0.5,med
134,23,3,8,1,1,1327,1,prototype,71,2,2,2,2,0.5,med
134,24,3,7,1,1,1425,1,rule follower,72,1,2,2,2,0.5,med
134,1,4,5,1,1,1345,1,exception,73,1,2,1,2,0.5,med
134,2,4,6,0,1,821,0,exception,74,2,2,1,1,0.5,med
134,3,4,6,0,1,1739,0,exception,75,2,2,1,1,0.5,med
134,4,4,7,1,1,1231,1,rule follower,76,1,2,2,2,0.5,med
134,5,4,8,1,0,1539,0,prototype,77,2,2,2,2,0.5,med
134,6,4,3,0,0,1532,1,rule follower,78,1,1,2,1,0.5,med
134,7,4,1,0,0,981,1,prototype,79,1,1,1,1,0.5,med
134,8,4,7,1,1,1868,1,rule follower,80,1,2,2,2,0.5,med
134,9,4,4,1,0,1269,0,rule follower,81,2,1,2,2,0.5,med
134,10,4,3,0,0,1457,1,rule follower,82,1,1,2,1,0.5,med
134,11,4,8,1,0,2103,0,prototype,83,2,2,2,2,0.5,med
134,12,4,1,0,0,936,1,prototype,84,1,1,1,1,0.5,med
134,13,4,1,0,0,790,1,prototype,85,1,1,1,1,0.5,med
134,14,4,1,0,0,1684,1,prototype,86,1,1,1,1,0.5,med
134,15,4,8,1,1,1963,1,prototype,87,2,2,2,2,0.5,med
134,16,4,2,0,0,1764,1,rule follower,88,2,1,1,1,0.5,med
134,17,4,8,1,1,1774,1,prototype,89,2,2,2,2,0.5,med
134,18,4,2,0,0,1351,1,rule follower,90,2,1,1,1,0.5,med
134,19,4,8,1,1,2004,1,prototype,91,2,2,2,2,0.5,med
134,20,4,4,1,0,996,0,rule follower,92,2,1,2,2,0.5,med
134,21,4,1,0,0,1708,1,prototype,93,1,1,1,1,0.5,med
134,22,4,5,1,1,1296,1,exception,94,1,2,1,2,0.5,med
134,23,4,8,1,1,1600,1,prototype,95,2,2,2,2,0.5,med
134,24,4,1,0,0,1460,1,prototype,96,1,1,1,1,0.5,med
134,1,5,4,1,0,1224,0,rule follower,97,2,1,2,2,0.5,med
134,2,5,6,0,1,1421,0,exception,98,2,2,1,1,0.5,med
134,3,5,1,0,0,1165,1,prototype,99,1,1,1,1,0.5,med
134,4,5,6,0,1,1997,0,exception,100,2,2,1,1,0.5,med
134,5,5,5,1,1,1374,1,exception,101,1,2,1,2,0.5,med
134,6,5,8,1,1,2630,1,prototype,102,2,2,2,2,0.5,med
134,7,5,7,1,1,992,1,rule follower,103,1,2,2,2,0.5,med
134,8,5,1,0,0,1581,1,prototype,104,1,1,1,1,0.5,med
134,9,5,1,0,0,1500,1,prototype,105,1,1,1,1,0.5,med
134,10,5,8,1,0,1878,0,prototype,106,2,2,2,2,0.5,med
134,11,5,8,1,1,1592,1,prototype,107,2,2,2,2,0.5,med
134,12,5,1,0,0,849,1,prototype,108,1,1,1,1,0.5,med
134,13,5,3,0,0,688,1,rule follower,109,1,1,2,1,0.5,med
134,14,5,2,0,0,987,1,rule follower,110,2,1,1,1,0.5,med
134,15,5,8,1,1,1140,1,prototype,111,2,2,2,2,0.5,med
134,16,5,8,1,1,1265,1,prototype,112,2,2,2,2,0.5,med
134,17,5,7,1,1,1103,1,rule follower,113,1,2,2,2,0.5,med
134,18,5,1,0,0,957,1,prototype,114,1,1,1,1,0.5,med
134,19,5,3,0,0,2083,1,rule follower,115,1,1,2,1,0.5,med
134,20,5,2,0,0,1541,1,rule follower,116,2,1,1,1,0.5,med
134,21,5,5,1,1,1792,1,exception,117,1,2,1,2,0.5,med
134,22,5,1,0,0,1068,1,prototype,118,1,1,1,1,0.5,med
134,23,5,4,1,0,1598,0,rule follower,119,2,1,2,2,0.5,med
134,24,5,8,1,0,2084,0,prototype,120,2,2,2,2,0.5,med
134,1,6,8,1,0,1527,0,prototype,121,2,2,2,2,0.5,med
134,2,6,7,1,1,966,1,rule follower,122,1,2,2,2,0.5,med
134,3,6,1,0,0,2027,1,prototype,123,1,1,1,1,0.5,med
134,4,6,1,0,0,1639,1,prototype,124,1,1,1,1,0.5,med
134,5,6,8,1,1,1075,1,prototype,125,2,2,2,2,0.5,med
134,6,6,8,1,1,2207,1,prototype,126,2,2,2,2,0.5,med
134,7,6,7,1,1,1159,1,rule follower,127,1,2,2,2,0.5,med
134,8,6,3,0,0,1467,1,rule follower,128,1,1,2,1,0.5,med
134,9,6,2,0,0,1175,1,rule follower,129,2,1,1,1,0.5,med
134,10,6,5,1,1,1453,1,exception,130,1,2,1,2,0.5,med
134,11,6,8,1,1,1276,1,prototype,131,2,2,2,2,0.5,med
134,12,6,6,0,1,1597,0,exception,132,2,2,1,1,0.5,med
134,13,6,1,0,0,886,1,prototype,133,1,1,1,1,0.5,med
134,14,6,1,0,0,925,1,prototype,134,1,1,1,1,0.5,med
134,15,6,1,0,0,733,1,prototype,135,1,1,1,1,0.5,med
134,16,6,1,0,NA,NA,0,prototype,136,1,1,1,1,0.5,med
134,17,6,3,0,0,1198,1,rule follower,137,1,1,2,1,0.5,med
134,18,6,8,1,1,1738,1,prototype,138,2,2,2,2,0.5,med
134,19,6,4,1,0,1037,0,rule follower,139,2,1,2,2,0.5,med
134,20,6,4,1,1,1687,1,rule follower,140,2,1,2,2,0.5,med
134,21,6,8,1,1,1733,1,prototype,141,2,2,2,2,0.5,med
134,22,6,6,0,1,1121,0,exception,142,2,2,1,1,0.5,med
134,23,6,5,1,1,1103,1,exception,143,1,2,1,2,0.5,med
134,24,6,2,0,1,1618,0,rule follower,144,2,1,1,1,0.5,med
135,1,1,8,1,1,742,1,prototype,1,2,2,2,2,0.75,high
135,2,1,5,1,0,651,0,exception,2,1,1,2,2,0.75,high
135,3,1,7,1,1,921,1,rule follower,3,1,2,2,2,0.75,high
135,4,1,8,1,0,753,0,prototype,4,2,2,2,2,0.75,high
135,5,1,1,0,0,783,1,prototype,5,1,1,1,1,0.75,high
135,6,1,1,0,0,678,1,prototype,6,1,1,1,1,0.75,high
135,7,1,2,0,1,587,0,rule follower,7,2,1,1,1,0.75,high
135,8,1,1,0,0,1005,1,prototype,8,1,1,1,1,0.75,high
135,9,1,7,1,0,659,0,rule follower,9,1,2,2,2,0.75,high
135,10,1,3,0,1,1063,0,rule follower,10,1,2,1,1,0.75,high
135,11,1,8,1,1,1001,1,prototype,11,2,2,2,2,0.75,high
135,12,1,8,1,1,815,1,prototype,12,2,2,2,2,0.75,high
135,13,1,8,1,1,999,1,prototype,13,2,2,2,2,0.75,high
135,14,1,5,1,0,988,0,exception,14,1,1,2,2,0.75,high
135,15,1,6,0,1,879,0,exception,15,2,1,2,1,0.75,high
135,16,1,2,0,1,797,0,rule follower,16,2,1,1,1,0.75,high
135,17,1,4,1,1,635,1,rule follower,17,2,2,1,2,0.75,high
135,18,1,6,0,0,1351,1,exception,18,2,1,2,1,0.75,high
135,19,1,8,1,0,1021,0,prototype,19,2,2,2,2,0.75,high
135,20,1,1,0,0,871,1,prototype,20,1,1,1,1,0.75,high
135,21,1,4,1,1,1066,1,rule follower,21,2,2,1,2,0.75,high
135,22,1,1,0,0,752,1,prototype,22,1,1,1,1,0.75,high
135,23,1,1,0,0,827,1,prototype,23,1,1,1,1,0.75,high
135,24,1,3,0,0,878,1,rule follower,24,1,2,1,1,0.75,high
135,1,2,5,1,0,599,0,exception,25,1,1,2,2,0.75,high
135,2,2,5,1,0,834,0,exception,26,1,1,2,2,0.75,high
135,3,2,7,1,1,487,1,rule follower,27,1,2,2,2,0.75,high
135,4,2,1,0,0,965,1,prototype,28,1,1,1,1,0.75,high
135,5,2,8,1,1,1039,1,prototype,29,2,2,2,2,0.75,high
135,6,2,8,1,1,743,1,prototype,30,2,2,2,2,0.75,high
135,7,2,2,0,1,1136,0,rule follower,31,2,1,1,1,0.75,high
135,8,2,6,0,0,919,1,exception,32,2,1,2,1,0.75,high
135,9,2,3,0,1,647,0,rule follower,33,1,2,1,1,0.75,high
135,10,2,1,0,1,1293,0,prototype,34,1,1,1,1,0.75,high
135,11,2,1,0,1,996,0,prototype,35,1,1,1,1,0.75,high
135,12,2,4,1,1,832,1,rule follower,36,2,2,1,2,0.75,high
135,13,2,6,0,0,1379,1,exception,37,2,1,2,1,0.75,high
135,14,2,1,0,0,957,1,prototype,38,1,1,1,1,0.75,high
135,15,2,8,1,1,591,1,prototype,39,2,2,2,2,0.75,high
135,16,2,2,0,0,905,1,rule follower,40,2,1,1,1,0.75,high
135,17,2,1,0,0,1107,1,prototype,41,1,1,1,1,0.75,high
135,18,2,8,1,1,715,1,prototype,42,2,2,2,2,0.75,high
135,19,2,7,1,1,1277,1,rule follower,43,1,2,2,2,0.75,high
135,20,2,1,0,0,650,1,prototype,44,1,1,1,1,0.75,high
135,21,2,3,0,1,646,0,rule follower,45,1,2,1,1,0.75,high
135,22,2,4,1,1,1131,1,rule follower,46,2,2,1,2,0.75,high
135,23,2,8,1,1,832,1,prototype,47,2,2,2,2,0.75,high
135,24,2,8,1,1,642,1,prototype,48,2,2,2,2,0.75,high
135,1,3,1,0,0,725,1,prototype,49,1,1,1,1,0.75,high
135,2,3,1,0,0,681,1,prototype,50,1,1,1,1,0.75,high
135,3,3,2,0,0,667,1,rule follower,51,2,1,1,1,0.75,high
135,4,3,3,0,1,515,0,rule follower,52,1,2,1,1,0.75,high
135,5,3,4,1,0,867,0,rule follower,53,2,2,1,2,0.75,high
135,6,3,8,1,0,863,0,prototype,54,2,2,2,2,0.75,high
135,7,3,7,1,1,839,1,rule follower,55,1,2,2,2,0.75,high
135,8,3,8,1,1,1002,1,prototype,56,2,2,2,2,0.75,high
135,9,3,3,0,0,853,1,rule follower,57,1,2,1,1,0.75,high
135,10,3,5,1,0,656,0,exception,58,1,1,2,2,0.75,high
135,11,3,8,1,1,1270,1,prototype,59,2,2,2,2,0.75,high
135,12,3,6,0,1,1079,0,exception,60,2,1,2,1,0.75,high
135,13,3,8,1,1,968,1,prototype,61,2,2,2,2,0.75,high
135,14,3,2,0,0,734,1,rule follower,62,2,1,1,1,0.75,high
135,15,3,8,1,1,882,1,prototype,63,2,2,2,2,0.75,high
135,16,3,6,0,0,1195,1,exception,64,2,1,2,1,0.75,high
135,17,3,1,0,1,1177,0,prototype,65,1,1,1,1,0.75,high
135,18,3,7,1,1,968,1,rule follower,66,1,2,2,2,0.75,high
135,19,3,1,0,0,1209,1,prototype,67,1,1,1,1,0.75,high
135,20,3,8,1,1,713,1,prototype,68,2,2,2,2,0.75,high
135,21,3,1,0,0,669,1,prototype,69,1,1,1,1,0.75,high
135,22,3,1,0,0,581,1,prototype,70,1,1,1,1,0.75,high
135,23,3,5,1,1,800,1,exception,71,1,1,2,2,0.75,high
135,24,3,4,1,1,1359,1,rule follower,72,2,2,1,2,0.75,high
135,1,4,2,0,0,930,1,rule follower,73,2,1,1,1,0.75,high
135,2,4,1,0,0,704,1,prototype,74,1,1,1,1,0.75,high
135,3,4,1,0,0,503,1,prototype,75,1,1,1,1,0.75,high
135,4,4,8,1,1,589,1,prototype,76,2,2,2,2,0.75,high
135,5,4,5,1,0,724,0,exception,77,1,1,2,2,0.75,high
135,6,4,7,1,1,726,1,rule follower,78,1,2,2,2,0.75,high
135,7,4,8,1,1,959,1,prototype,79,2,2,2,2,0.75,high
135,8,4,1,0,0,677,1,prototype,80,1,1,1,1,0.75,high
135,9,4,8,1,1,717,1,prototype,81,2,2,2,2,0.75,high
135,10,4,1,0,0,626,1,prototype,82,1,1,1,1,0.75,high
135,11,4,8,1,1,550,1,prototype,83,2,2,2,2,0.75,high
135,12,4,1,0,0,617,1,prototype,84,1,1,1,1,0.75,high
135,13,4,2,0,0,737,1,rule follower,85,2,1,1,1,0.75,high
135,14,4,3,0,0,1097,1,rule follower,86,1,2,1,1,0.75,high
135,15,4,4,1,0,1204,0,rule follower,87,2,2,1,2,0.75,high
135,16,4,5,1,0,807,0,exception,88,1,1,2,2,0.75,high
135,17,4,7,1,1,990,1,rule follower,89,1,2,2,2,0.75,high
135,18,4,8,1,1,926,1,prototype,90,2,2,2,2,0.75,high
135,19,4,4,1,1,1069,1,rule follower,91,2,2,1,2,0.75,high
135,20,4,1,0,0,840,1,prototype,92,1,1,1,1,0.75,high
135,21,4,6,0,1,1299,0,exception,93,2,1,2,1,0.75,high
135,22,4,3,0,0,1116,1,rule follower,94,1,2,1,1,0.75,high
135,23,4,6,0,0,1022,1,exception,95,2,1,2,1,0.75,high
135,24,4,8,1,1,980,1,prototype,96,2,2,2,2,0.75,high
135,1,5,6,0,0,1284,1,exception,97,2,1,2,1,0.75,high
135,2,5,3,0,1,982,0,rule follower,98,1,2,1,1,0.75,high
135,3,5,8,1,1,1175,1,prototype,99,2,2,2,2,0.75,high
135,4,5,4,1,1,1088,1,rule follower,100,2,2,1,2,0.75,high
135,5,5,3,0,0,1446,1,rule follower,101,1,2,1,1,0.75,high
135,6,5,5,1,1,920,1,exception,102,1,1,2,2,0.75,high
135,7,5,7,1,1,1131,1,rule follower,103,1,2,2,2,0.75,high
135,8,5,5,1,0,1731,0,exception,104,1,1,2,2,0.75,high
135,9,5,8,1,1,895,1,prototype,105,2,2,2,2,0.75,high
135,10,5,8,1,1,769,1,prototype,106,2,2,2,2,0.75,high
135,11,5,8,1,1,923,1,prototype,107,2,2,2,2,0.75,high
135,12,5,1,0,0,903,1,prototype,108,1,1,1,1,0.75,high
135,13,5,1,0,0,776,1,prototype,109,1,1,1,1,0.75,high
135,14,5,2,0,0,943,1,rule follower,110,2,1,1,1,0.75,high
135,15,5,7,1,1,1384,1,rule follower,111,1,2,2,2,0.75,high
135,16,5,2,0,1,1590,0,rule follower,112,2,1,1,1,0.75,high
135,17,5,8,1,1,949,1,prototype,113,2,2,2,2,0.75,high
135,18,5,6,0,0,1960,1,exception,114,2,1,2,1,0.75,high
135,19,5,1,0,0,1942,1,prototype,115,1,1,1,1,0.75,high
135,20,5,1,0,0,771,1,prototype,116,1,1,1,1,0.75,high
135,21,5,1,0,0,803,1,prototype,117,1,1,1,1,0.75,high
135,22,5,8,1,1,718,1,prototype,118,2,2,2,2,0.75,high
135,23,5,4,1,1,1535,1,rule follower,119,2,2,1,2,0.75,high
135,24,5,1,0,0,953,1,prototype,120,1,1,1,1,0.75,high
135,1,6,8,1,1,969,1,prototype,121,2,2,2,2,0.75,high
135,2,6,5,1,0,1084,0,exception,122,1,1,2,2,0.75,high
135,3,6,3,0,0,1250,1,rule follower,123,1,2,1,1,0.75,high
135,4,6,5,1,1,1304,1,exception,124,1,1,2,2,0.75,high
135,5,6,6,0,0,1267,1,exception,125,2,1,2,1,0.75,high
135,6,6,4,1,1,1435,1,rule follower,126,2,2,1,2,0.75,high
135,7,6,8,1,1,1195,1,prototype,127,2,2,2,2,0.75,high
135,8,6,8,1,1,804,1,prototype,128,2,2,2,2,0.75,high
135,9,6,1,0,0,937,1,prototype,129,1,1,1,1,0.75,high
135,10,6,1,0,0,679,1,prototype,130,1,1,1,1,0.75,high
135,11,6,6,0,0,1906,1,exception,131,2,1,2,1,0.75,high
135,12,6,7,1,1,846,1,rule follower,132,1,2,2,2,0.75,high
135,13,6,1,0,0,886,1,prototype,133,1,1,1,1,0.75,high
135,14,6,3,0,0,1407,1,rule follower,134,1,2,1,1,0.75,high
135,15,6,8,1,1,780,1,prototype,135,2,2,2,2,0.75,high
135,16,6,4,1,1,980,1,rule follower,136,2,2,1,2,0.75,high
135,17,6,1,0,0,1052,1,prototype,137,1,1,1,1,0.75,high
135,18,6,1,0,0,795,1,prototype,138,1,1,1,1,0.75,high
135,19,6,2,0,0,1452,1,rule follower,139,2,1,1,1,0.75,high
135,20,6,2,0,0,1521,1,rule follower,140,2,1,1,1,0.75,high
135,21,6,7,1,1,1401,1,rule follower,141,1,2,2,2,0.75,high
135,22,6,8,1,1,1025,1,prototype,142,2,2,2,2,0.75,high
135,23,6,8,1,1,1350,1,prototype,143,2,2,2,2,0.75,high
135,24,6,1,0,0,772,1,prototype,144,1,1,1,1,0.75,high
136,1,1,3,0,1,1657,0,rule follower,1,2,1,1,1,0.875,high
136,2,1,4,1,0,1643,0,rule follower,2,2,1,2,2,0.875,high
136,3,1,7,1,0,1881,0,rule follower,3,2,2,1,2,0.875,high
136,4,1,4,1,1,1907,1,rule follower,4,2,1,2,2,0.875,high
136,5,1,2,0,0,1755,1,rule follower,5,1,1,2,1,0.875,high
136,6,1,8,1,1,1712,1,prototype,6,2,2,2,2,0.875,high
136,7,1,1,0,0,689,1,prototype,7,1,1,1,1,0.875,high
136,8,1,1,0,0,753,1,prototype,8,1,1,1,1,0.875,high
136,9,1,6,0,1,1180,0,exception,9,1,2,2,1,0.875,high
136,10,1,5,1,0,736,0,exception,10,1,2,1,2,0.875,high
136,11,1,2,0,0,1800,1,rule follower,11,1,1,2,1,0.875,high
136,12,1,8,1,1,2419,1,prototype,12,2,2,2,2,0.875,high
136,13,1,8,1,1,1353,1,prototype,13,2,2,2,2,0.875,high
136,14,1,1,0,NA,NA,0,prototype,14,1,1,1,1,0.875,high
136,15,1,8,1,1,568,1,prototype,15,2,2,2,2,0.875,high
136,16,1,1,0,0,591,1,prototype,16,1,1,1,1,0.875,high
136,17,1,1,0,0,511,1,prototype,17,1,1,1,1,0.875,high
136,18,1,7,1,1,762,1,rule follower,18,2,2,1,2,0.875,high
136,19,1,8,1,1,580,1,prototype,19,2,2,2,2,0.875,high
136,20,1,3,0,1,612,0,rule follower,20,2,1,1,1,0.875,high
136,21,1,5,1,1,1390,1,exception,21,1,2,1,2,0.875,high
136,22,1,8,1,1,1649,1,prototype,22,2,2,2,2,0.875,high
136,23,1,1,0,0,1087,1,prototype,23,1,1,1,1,0.875,high
136,24,1,6,0,1,931,0,exception,24,1,2,2,1,0.875,high
136,1,2,8,1,0,1929,0,prototype,25,2,2,2,2,0.875,high
136,2,2,8,1,1,1100,1,prototype,26,2,2,2,2,0.875,high
136,3,2,4,1,1,1404,1,rule follower,27,2,1,2,2,0.875,high
136,4,2,1,0,0,507,1,prototype,28,1,1,1,1,0.875,high
136,5,2,1,0,0,568,1,prototype,29,1,1,1,1,0.875,high
136,6,2,3,0,0,686,1,rule follower,30,2,1,1,1,0.875,high
136,7,2,3,0,0,534,1,rule follower,31,2,1,1,1,0.875,high
136,8,2,1,0,0,572,1,prototype,32,1,1,1,1,0.875,high
136,9,2,8,1,1,828,1,prototype,33,2,2,2,2,0.875,high
136,10,2,6,0,1,778,0,exception,34,1,2,2,1,0.875,high
136,11,2,1,0,0,663,1,prototype,35,1,1,1,1,0.875,high
136,12,2,4,1,1,1172,1,rule follower,36,2,1,2,2,0.875,high
136,13,2,8,1,1,1409,1,prototype,37,2,2,2,2,0.875,high
136,14,2,7,1,0,787,0,rule follower,38,2,2,1,2,0.875,high
136,15,2,8,1,1,747,1,prototype,39,2,2,2,2,0.875,high
136,16,2,1,0,0,926,1,prototype,40,1,1,1,1,0.875,high
136,17,2,1,0,0,738,1,prototype,41,1,1,1,1,0.875,high
136,18,2,2,0,1,1176,0,rule follower,42,1,1,2,1,0.875,high
136,19,2,5,1,0,1721,0,exception,43,1,2,1,2,0.875,high
136,20,2,5,1,1,821,1,exception,44,1,2,1,2,0.875,high
136,21,2,6,0,1,1220,0,exception,45,1,2,2,1,0.875,high
136,22,2,8,1,0,855,0,prototype,46,2,2,2,2,0.875,high
136,23,2,2,0,1,1236,0,rule follower,47,1,1,2,1,0.875,high
136,24,2,7,1,0,2160,0,rule follower,48,2,2,1,2,0.875,high
136,1,3,1,0,1,1808,0,prototype,49,1,1,1,1,0.875,high
136,2,3,8,1,1,838,1,prototype,50,2,2,2,2,0.875,high
136,3,3,5,1,1,1933,1,exception,51,1,2,1,2,0.875,high
136,4,3,3,0,0,1812,1,rule follower,52,2,1,1,1,0.875,high
136,5,3,8,1,1,1456,1,prototype,53,2,2,2,2,0.875,high
136,6,3,4,1,1,1659,1,rule follower,54,2,1,2,2,0.875,high
136,7,3,6,0,1,865,0,exception,55,1,2,2,1,0.875,high
136,8,3,1,0,1,1985,0,prototype,56,1,1,1,1,0.875,high
136,9,3,7,1,1,2106,1,rule follower,57,2,2,1,2,0.875,high
136,10,3,5,1,1,1951,1,exception,58,1,2,1,2,0.875,high
136,11,3,1,0,0,1118,1,prototype,59,1,1,1,1,0.875,high
136,12,3,8,1,1,918,1,prototype,60,2,2,2,2,0.875,high
136,13,3,1,0,0,1312,1,prototype,61,1,1,1,1,0.875,high
136,14,3,1,0,0,890,1,prototype,62,1,1,1,1,0.875,high
136,15,3,4,1,1,1417,1,rule follower,63,2,1,2,2,0.875,high
136,16,3,8,1,1,2199,1,prototype,64,2,2,2,2,0.875,high
136,17,3,2,0,1,1883,0,rule follower,65,1,1,2,1,0.875,high
136,18,3,8,1,1,1727,1,prototype,66,2,2,2,2,0.875,high
136,19,3,1,0,0,940,1,prototype,67,1,1,1,1,0.875,high
136,20,3,2,0,1,1784,0,rule follower,68,1,1,2,1,0.875,high
136,21,3,8,1,1,804,1,prototype,69,2,2,2,2,0.875,high
136,22,3,3,0,0,1425,1,rule follower,70,2,1,1,1,0.875,high
136,23,3,6,0,0,1137,1,exception,71,1,2,2,1,0.875,high
136,24,3,7,1,0,1660,0,rule follower,72,2,2,1,2,0.875,high
136,1,4,1,0,0,939,1,prototype,73,1,1,1,1,0.875,high
136,2,4,4,1,1,1258,1,rule follower,74,2,1,2,2,0.875,high
136,3,4,5,1,1,1577,1,exception,75,1,2,1,2,0.875,high
136,4,4,1,0,0,1008,1,prototype,76,1,1,1,1,0.875,high
136,5,4,7,1,0,1345,0,rule follower,77,2,2,1,2,0.875,high
136,6,4,1,0,0,1150,1,prototype,78,1,1,1,1,0.875,high
136,7,4,1,0,0,922,1,prototype,79,1,1,1,1,0.875,high
136,8,4,1,0,0,855,1,prototype,80,1,1,1,1,0.875,high
136,9,4,3,0,0,1362,1,rule follower,81,2,1,1,1,0.875,high
136,10,4,7,1,1,2086,1,rule follower,82,2,2,1,2,0.875,high
136,11,4,8,1,1,1729,1,prototype,83,2,2,2,2,0.875,high
